book,chapter,summary
10,16,"Ziba, by presents and false suggestions, obtains his master�s inheritance; At Bahurim Shimei curse David; David with patience abstains, and restrains others, from revenge; Hushai insinuates himself into Absalom�s counsel; Ahithophel�s counsel."
10,17,"Ahithophel�s counsel is overthrown by Hushai�s, according to God�s appointment; Secret intelligence is sent unto David; Ahithophel hangs himself; Amasa is made captain; David at Mahanaim is furnished with provisions."
10,18,"David viewing the armies in their march gives them charge of Absalom; The Israelites are sorely smitten in the wood of Ephraim; Absalom, hanging in an oak is slain by Joab, and cast into a pit; Absalom�s place; Ahimaaz and Cushi bring tidings to David; David mourns for Absalom."
10,19,"Joab causes the king to cease his mourning; The Israelites are earnest to bring the king back; David sends to the priests to incite them of Judah; Shimei is pardoned; Mephibosheth excused; Barzillai dismissed, and Chimham his son taken into the king�s family; The Israelites expostulate with Judah for bringing home the king without them."
10,20,"By occasion of the quarrel, Sheba makes a party in Israel; David�s ten concubines are put in confinement for life; Amasa, made captain over Judah, is slain by Joab; Joab pursues Sheba unto Abel; A wise woman saves the city by Sheba�s head; David�s officers."
10,21,"The three years� famine for the Gibeonites ceases, by hanging seven of Saul�s sons; Rizpah�s kindness unto the dead; David buries the bones of Saul and Jonathan in his father�s sepulchre; Four battles against the Philistines, wherein four valiants of David slay four giants."
10,22,"David�s psalm of thanksgiving for God�s powerful deliverance, and manifold blessings."
10,23,"David, in his last words, professes his faith in God�s promises to be beyond sense or experience; The different state of the wicked; A catalogue of David�s mighty men."
10,24,"David, tempted by Satan, forces Joab to number the people; The captains, in nine months and twenty days, bring the muster of thirteen hundred thousand fighting men; David repents, and having three plagues propounded by God, chooses the three days� pestilence; After the death of three score and ten thousand, David by prayer prevents the destruction of Jerusalem; David, by God�s direction, purchases Araunah�s threshing floor; where having sacrificed, the plague stays."
11,1,"Abishag cherishes David in his extreme age; Adonijah, David�s darling, usurps the kingdom; By the council of Nathan, Bath-sheba moves the king, and Nathan seconds her; David renews his oath to Bath-sheba; Solomon, by David�s appointment, being anointed king by Zadok and Nathan, the people triumph; Jonathan bringing the news, Adonijah�s guests fly; Adonijah, flying to the horns of the altar, upon his good behaviour, is dismissed by Solomon."
11,2,"David, having given a charge to Solomon, of religiousness; of Joab; of Barzillai; of Shimei; dies; Solomon succeeds; Adonijah, moving Bath-sheba to sue unto Solomon for Abishag, is put to death; Abiathar, having his life given him, is deprived of the priesthood; Joab fleeing to the horns of the altar, is there slain; Benaiah is put in Joab�s room, and Zadok in Abiathar�s; Shimei, confined to Jerusalem, by occasion of going thence to Gath, is put to death."
11,3,"Solomon marries Pharaoh�s daughter; High places being in use, Solomon sacrifices at Gibeon; Solomon at Gibeon, in the choice which God gave him, preferring wisdom, obtains wisdom, riches, and honour; Solomon�s judgment makes him renowned."
11,4,"Solomon�s princes; His twelve officers for provision; The peace and largeness of his kingdom; His daily provision; His stables; His wisdom."
11,5,"Hiram, sending to congratulate Solomon, is desired to furnish him with timber to build the temple; Hiram, blessing God for Solomon, and requesting food for his family, furnishes him with trees; The number of Solomon�s workmen and labourers."
11,6,"The building of Solomon�s temple; The chambers thereof; God�s promise unto it; The ceiling and adorning of it; The cherubims; The doors; The court; The time of building it."
11,7,"The building of Solomon�s house; Of the house of Lebanon; Of the porch of pillars; Of the porch of judgment; Of the house for Pharaoh�s daughter; Hiram�s work of the two pillars; Of the molten sea; Of the ten bases; Of the ten lavers, and all the vessels."
11,8,"The feast of the dedication of the temple; Solomon�s blessing; Solomon�s prayer; Solomon�s blessing; His sacrifice of peace offerings."
11,9,"God�s covenant in a vision with Solomon; The mutual presents of Solomon and Hiram; In Solomon�s works the Gentiles were his bondmen, the Israelites honourable servants; Pharaoh�s daughter removes to her house; Solomon�s yearly solemn sacrifices; His navy fetches gold from Ophir."
11,10,"The queen of Sheba admires the wisdom of Solomon; Solomon�s gold; His targets; The throne of ivory; His vessels; His presents; His chariots and horse; His tribute."
11,11,"Solomon�s wives and concubines; In his old age they draw him to idolatry; God threatens him; Solomon�s adversaries were Hadad, who was entertained in Egypt; Rezon, who reigned in Damascus; and Jeroboam, to whom Ahijah prophesied; Solomon�s acts, reign, and death."
11,12,"The Israelites, assembled at Shechem to crown Rehoboam, by Jeroboam make a suit of relaxation unto him; Rehoboam, refusing the old men�s counsel, answers them roughly; Ten tribes revolting, kill Adoram, and make Rehoboam flee; Rehoboam, raising an army, is forbidden by Shemaiah; Jeroboam strengthens himself by cities; and by the idolatry of the two calves."
11,13,"Jeroboam�s hand withers, and at the prayer of the prophet is restored; The prophet departs from Beth-el; An old prophet brings him back; He is reproved by God, slain by a lion, buried by the old prophet, who confirms his prophecy; Jeroboam�s obstinacy."
11,14,"Abijah being sick, Jeroboam sends his wife, disguised, with presents to the prophet Ahijah at Shiloh; Ahijah, forewarned by God, denounces God�s judgment; Abijah dies, and is buried; Nadab succeeds Jeroboam; Rehoboam�s wicked reign; Shishak spoils Jerusalem; Abijam succeeds Rehoboam."
11,15,"Abijam�s wicked reign; Asa succeeds him; Asa�s good reign; The war between Baasha and him causes him to make a league with Bed-hadad; Jehoshaphat succeeds Asa; Nadab�s wicked reign; Baasha conspiring against him, executes Ahijah�s prophecy; Nadab�s acts and death; Baasha�s wicked reign."
11,16,"Jehu�s prophecy against Baasha; Elah succeeds him; Zimri, conspiring against Elah, succeeds him; Zimri executes Jehu�s prophecy; Omri, made king by the soldiers, forces Zimri desperately to burn himself; The kingdom being divided, Omri prevails against Tibni; Omri builds Samaria; His wicked reign; Ahab succeeds him; Ahab�s most wicked reign; Joshua�s curse upon Hiel the builder of Jericho."
11,17,"Elijah, having prophesied against Ahab, is sent to Cherith where the ravens feed him; He is sent to the widow of Zarephath; He raises the widow�s son; The woman believes him."
11,18,"In the extremity of famine Elijah, sent to Ahab, meets good Obadiah; Obadiah brings Ahab to Elijah; Elijah, reproving Ahab, by fire from heaven convinces Baal�s prophets; Elijah, by prayer obtaining rain, follows Ahab to Jezreel."
11,19,"Elijah, threatened by Jezebel, flees to Beer-sheba; In the wilderness, being weary of his life, he is comforted by an angel; At Horeb God appears unto him, sending him to anoint Hazael, Jehu, and Elisha; Elisha, taking leave of his friends, follows Elijah."
11,20,"Ben-hadad, not content with Ahab�s homage, besieges Samaria; By the direction of a prophet, the Syrians are slain; As the prophet forewarned Ahab, the Syrians, trusting in the valleys, come against him in Aphek; By the word of the prophet, and God�s judgment, the Syrians are smitten again; The Syrians submitting themselves, Ahab sends Ben-hadad away with a covenant; The prophet, under the parable of a prisoner, making Ahab judge himself, denounces God�s judgment against him."
11,21,"Ahab being denied Naboth�s vineyard, is grieved; Jezebel writing letters against Naboth, he is condemned of blasphemy; Ahab take possession of the vineyard; Elijah denounces judgments against Ahab and Jezebel; Wicked Ahab repenting, God defers the judgment."
11,22,"Ahab, seduced by false prophets, according to the word of Micaiah, is slain at Ramoth-gilead; The dogs lick up his blood, and Ahaziah succeeds him; Jehoshaphat�s good reign; His acts; Jehoram succeeds him; Ahaziah�s evil reign."
12,1,"Moab rebels; Ahaziah, sending to Baal-zebub, hath his judgment by Elijah; Elijah twice brings fire from heaven upon them whom Ahaziah sent to apprehend him; He pities the third captain, and, encouraged by an angel, tells the king of his death; Jehoram succeeds Ahaziah."
12,2,"Elijah, taking his leave of Elisha, with his mantle divides Jordan; and, granting Elisha his request, is taken up by a fiery chariot into heaven; Elisha, dividing Jordan with Elijah�s mantle, is acknowledged his successor; The young prophets, hardly obtaining leave to seek Elijah, cannot find him; Elisha with salt heals the unwholesome waters; Bears destroy the children that mocked Elisha."
12,3,"Jehoram�s reign; Mesha rebels; Jehoram, with Jehoshaphat, and the king of Edom, being distressed for want of water, by Elisha obtains water, and promise of victory; The Moabites, deceived by the colour of the water, coming to spoil, are overcome; The king of Moab, failing in his attempt to break through to the king of Edom, sacrifices his son, and raises the siege."
12,4,"Elisha multiplies the widow�s oil; He obtains a son for the good Shunammite; He restores her son when dead; At Gilgal he heals the deadly pottage; He satisfies an hundred men with twenty loaves."
12,5,"Naaman, by the report of a captive maid, is sent to Samaria to be cured of his leprosy; Elisha, sending him to Jordan cures him; He refusing Naaman�s gifts grants him some of the earth; Gehazi, abusing his master�s name unto Naaman, is smitten with leprosy."
12,6,"Elisha, giving leave to the young prophets to enlarge their dwellings, causes iron to swim; He discloses the king of Syria�s counsel; The army which was sent to Dothan to apprehend Elisha, is smitten with blindness; Being brought into Samaria, they are dismissed in peace; The famine in Samaria causes women to eat their own children; The king sends to slay Elisha."
12,7,"Elisha prophesies incredible plenty in Samaria; Four lepers, venturing on the host of the Syrians, bring tidings of their flight; The king, finding by spies the news to be true, spoils the tents of the Syrians; The lord who would not believe the prophecy of plenty, having the charge of the gate, is trodden to death in the press."
12,8,"The Shunammite, having left her country seven years, to avoid the forewarned famine, for Elisha�s miracle�s sake has her land restored by the king; Hazael, being sent with a present by Ben-hadad to Elisha at Damascus, after he had heard the prophecy, kills his master, and succeeds him; Jehoram�s wicked reign in Judah; Edom and Libnah revolt; Ahaziah succeeds Jehoram; Ahaziah�s wicked reign; He visits Joram, being wounded, at Jezreel."
12,9,"Elisha sends a young prophet with instructions to anoint Jehu at Ramoth-gilead; The prophet having done his message, flees; Jehu, being made king by the soldiers, kills Joram in the field of Naboth; Ahaziah is slain at Gur, and buried at Jerusalem; Proud Jezebel is thrown down out of a window, and eaten by dogs."
12,10,"Jehu, by his letters, causes seventy of Ahab�s children to be beheaded; He excuses the fact by the prophecy of Elijah; At the shearing house he slays two and forty of Ahaziah�s brethren; He takes Jehonadab into his company; By subtilty he destroys all the worshippers of Baal; Jehu follows Jeroboam�s sins; Hazael oppresses Israel; Jehoahaz succeeds Jehu."
12,11,"Jehoash, being saved by Jehosheba his aunt from Athaliah�s massacre of the seed royal, is hid six years in the house of God; Jehoiada, giving order to the captains, in the seventh year anoints him king; Athaliah is slain; Jehoiada restores the worship of God."
12,12,"Jehoash reigns well all the days of Jehoiada; He gives order for the repair of the temple; Hazael is diverted from Jerusalem by a present of the hallowed treasures; Jehoash being slain, Amaziah succeeds him."
12,13,"Jehoahaz�s wicked reign; Jehoahaz, oppressed by Hazael, is relieved by prayer; Joash succeeds him; His wicked reign; Jeroboam succeeds him; Elisha dying, prophesies to Joash three victories over the Syrians; The Moabites invading the land, Elisha�s bones raise a dead man; Joash gets three victories over Ben-hadad."
12,14,"Amaziah�s good reign; His justice on the murderers of his father; His victory over Edom; Amaziah, provoking Jehoash, is overcome and spoiled; Jeroboam succeeds Jehoash; Amaziah slain by a conspiracy; Azariah succeeds him; v."
12,15,"Azariah�s good reign; He dying a leper, Jotham succeeds; Zachariah the last of Jehu�s generation, reigning ill, is slain by Shallum; Shallum, reigning a month, is slain by Menahem; Menahem strengthens himself by Pul; Pekahiah succeeds him; Pekahiah is slain by Pekah; Pekah is oppressed by Tiglath-pileser, and slain by Hoshea; Jotham�s good reign; Ahaz succeeds him."
12,16,"Ahaz�s wicked reign; Ahaz, assailed by Rezin and Pekah, hires Tiglath-pileser against them; Ahaz, sending a pattern of an altar from Damascus to Urijah, diverts the brazen altar to his own devotions; He spoils the temple; Hezekiah succeeds him."
12,17,"Hoshea�s wicked reign; Being subdued by Shalmaneser, he conspires against him with So, king of Egypt; Samaria for sinning is led into captivity; The strange nations which were transplanted into Samaria, being plagued with lions, make a mixture of religions."
12,18,"Hezekiah�s good reign; He destroys idolatry, and prospers; The inhabitants of Samaria are carried captive for their sins; Sennacherib invading Judah, is pacified by a tribute; Rab-shakeh, by blasphemous persuasions, solicits the people to revolt."
12,19,"Hezekiah mourning, sends to Isaiah to pray for them; Isaiah comforts them; Sennacherib, going to encounter Tirhakah, sends a blasphemous letter to Hezekiah; Hezekiah�s prayer; Isaiah�s prophecy of the pride and destruction of Sennacherib, and the good of Zion; An angel slays the Assyrians; Sennacherib is slain by his own sons."
12,20,"Hezekiah, having received a message of death, by prayer has his life lengthened; The sun goes ten degrees backward for a sign of that promise; Berodach-baladan sending to visit Hezekiah, because of the wonder, has notice of his treasures; Isaiah understanding thereof, foretells the Babylonian captivity; Manasseh succeeds Hezekiah."
12,21,"Manasseh�s reign; His great idolatry; His wickedness causes prophecies against Judah; Amon succeeds him; Amon�s wicked reign; He being slain by his servants, and those murderers slain by the people, Josiah is made king."
12,22,"Josiah�s good reign; He takes care for the repair of the temple; Hilkiah having found a book of the law, Josiah sends to Huldah to enquire of the Lord; Huldah prophesies the destruction of Jerusalem, but respite thereof in Josiah�s time."
12,23,"Josiah causes the book to be read in a solemn assembly; He renews the covenant of the Lord; He destroys idolatry; He burns dead men�s bones upon the altar of Beth-el, as was fore-prophesied; He keeps a most solemn passover; He puts away witches and all abomination; God�s final wrath against Judah; Josiah, provoking Pharaoh-nechoh, is slain at Megiddo; Jehoahaz, succeeding him, is imprisoned by Pharaoh-nechoh, who makes Jehoiakim king; Jehoiakim�s wicked reign."
12,24,"Jehoiakim, first subdued by Nebuchadnezzar, then rebelling against him, procures his own ruin; Jehoiachin succeeds him; The king of Egypt is vanquished by the king of Babylon; Jehoiachin�s evil reign; Jerusalem is taken and carried captive into Babylon; Zedekiah is made king, and reigns ill, unto the utter destruction of Judah."
12,25,"Jerusalem is besieged; Zedekiah taken, his sons slain, his eyes put out; Nebuzar-adan defaces the city, carries the remnant, except a few poor labourers, into captivity; and spoils and carries away the treasures; The nobles are slain at Riblah; Gedaliah, who was over them that remained, being slain, the rest flee into Egypt; Evil-merodach advances Jehoiachin in his court."
13,1,"Adam�s line to Noah; The sons of Japheth; The sons of Ham; The sons of Shem; Shem�s line to Abraham; Ishmael�s sons; The sons of Keturah; The posterity of Abraham by Esau; The sons of Seir; The kings of Edom; The dukes of Edom."
13,2,"The sons of Israel; The posterity of Judah by Tamar; The children of Jesse; The posterity of Caleb the son of Hezron; Hezron�s posterity by the daughter of Machir; Jerahmeel�s posterity; Sheshan�s posterity; Another branch of Caleb�s posterity; The posterity of Caleb the son of Hur."
13,3,"The sons of David; His line to Zedekiah; The successors of Jeconiah."
13,4,"The posterity of Judah by Caleb, the son of Hur; Of Ashur, the posthumous son Hezron; Of Jabez, and his prayer; The other families of the same stock; The sons of Shelah; The posterity and cities of Simeon; Their conquest of Gedor, and of the Amalekites in mount Seir."
13,5,"Judah and Joseph preferred before Reuben, who forfeited his birthright; Ruben�s descendants; some of whom vanquish the Hagarites; The chief men of Gad, and their habitations; Ruben, Gad, and half of Manasseh, obtain a victory over the Hagarites; The habitations and chief men of that half of Manasseh; The captivity of the two tribes and half, for their sins."
13,6,"The sons of Levi; The line of Eleazar unto the captivity; The families of Gershom, Kohath, and Merari; The office of Aaron, and his line unto Ahimaaz; The cities of the priests and Levites."
13,7,"The sons of Issachar; of Benjamin; of Naphtali; of Manasseh; and of Ephraim; The calamity of Ephraim by the men of Gath; His posterity by Beriah; Their habitations; The sons of Asher."
13,8,"The sons and chief men of Benjamin; The stock of Saul and Jonathan."
13,9,"The original of Israel and Judah�s genealogies; The Israelites; the priests; and the Levites, with Nethinims, which dwelt in Jerusalem; The charge of certain Levites; The stock of Saul and Jonathan."
13,10,"Saul�s overthrow and death; The Philistines triumph over Saul; The kindness of Jabesh-gilead towards Saul and his sons; Saul�s sin, for which the kingdom was translated from him to David."
13,11,"David by general consent is made king at Hebron; He wins the castle of Zion from the Jebusites by Joab�s valour; A catalogue of David�s mighty men."
13,12,"The companies that came to David at Ziklag; The armies that came to him at Hebron."
13,13,"David fetches the ark with great solemnity from Kirjath- jearim; Uzza being smitten, the ark is left at the house of Obed- edom."
13,14,"Hiram�s kindness to David; David�s felicity in people, wives, and children; His two victories against the Philistines."
13,15,"David having prepared a place for the ark, the priests and Levites bring it from Obed-edom; He performs the solemnity thereof with great joy; Michal despises him."
13,16,"David�s festival sacrifice; He orders a choir to sing thanksgiving; The psalm of thanksgiving; He appoints ministers, porters, priests, and musicians, to attend continually on the ark."
13,17,"Nathan first approving the purpose of David, to build God a house, after by the word of God forbids him; He promises him blessings and benefits in his seed; David�s prayer and thanksgiving."
13,18,"David subdues the Philistines and the Moabites; He smites Hadarezer and the Syrians; Tou sends Hadoram with presents to bless David; The presents and the spoil David dedicates to God; He puts garrisons in Edom; David�s officers."
13,19,"David�s messengers, sent to comfort Hanun, the son of Nahash, are villainously treated; The Ammonites, strengthened by the Syrians, are overcome by Joab and Abishai; Shophach, making a new supply of the Syrians, is slain by David."
13,20,"Rabbah is besieged by Joab, spoiled by David, and the people thereof tortured; Three giants are slain in three several overthrows of the Philistines."
13,21,"David, tempted by Satan, forces Joab to number the people; The number of the people being brought, David repents of it; David having three plagues propounded by God, chooses the pestilence; After the death of seventy thousand, David by repentance prevents the destruction of Jerusalem; David, by Gad�s direction, purchases Ornan�s threshing- floor; where having built an altar, God gives a sign of his favour by fire, and stays the plague; David sacrifices there, being restrained from Gibeon by fear of the angel."
13,22,"David, foreknowing the place of the temple, prepares abundance for the building of it; He instructs Solomon in God�s promises, and his duty in building the temple; He charges the princes to assist his son."
13,23,"David in his old age makes Solomon king; The number and distribution of the Levites; The families of the Gershonites; The sons of Kohath; The sons of Merari; The office of the Levites."
13,24,"The division of the sons of Aaron by lot into four and twenty orders; The Kohathites, and the Merarites, divided by lot."
13,25,"The number and offices of the singers; Their division by lot into four and twenty orders."
13,26,"The divisions of the porters; The gates assigned by lot; The Levites that had charge of the treasures; Officers and judges."
13,27,"The twelve captains for every several month; The princes of the twelve tribes; The numbering of the people is hindered; David�s several officers."
13,28,"David in a solemn assembly having declared God�s favour to him, and promise to his son Solomon, exhorts them to fear God; He encourages Solomon to build the temple; He gives him patterns, gold and silver, etc."
13,29,"David, by his example and entreaty, causes the princes and people to offer willingly; David�s thanksgiving and prayer; The people, having blessed God, and sacrificed, make Solomon king; David�s reign and death."
14,1,"The solemn offering of Solomon at Gibeon; Solomon�s choice of wisdom is blessed by God; Solomon�s forces and wealth."
14,2,"Solomon�s labourers for the building of the temple; His embassage to Huram for workmen and provision of stuff; Huram sends him a kind answer; Solomon employs strangers, as labourers, and overseers."
14,3,"The place and time of building the temple; The measure and ornaments of the house; The cherubims; The vail and pillars."
14,4,"The altar of brass; The molten sea upon twelve oxen; The ten lavers, candlesticks, and tables; The courts, and the instruments of brass; The instruments of gold."
14,5,"The dedicated treasures; The solemn induction of the ark into the oracle; God being praised, gives a visible sign of his favour."
14,6,"Solomon, having blessed the people, blesses God; Solomon�s prayer in the consecration of the temple, upon the brasen scaffold, etc."
14,7,"God having given testimony to Solomon�s prayer by fire from heaven, and glory in the temple, the people worship him; Solomon�s solemn sacrifice; Solomon having kept the feast of tabernacles, and the feast of dedication of the altar, dismisses the people; God appearing to Solomon, gives him promises upon condition."
14,8,"Solomon�s buildings; The Canaanites which were left, Solomon makes tributaries, but the Israelites rulers; Pharaoh�s daughter removes to her house; Solomon�s yearly solemn sacrifices; He appoints the priests and Levites to their places; The navy fetches gold from Ophir."
14,9,"The queen of Sheba admires the wisdom of Solomon; Solomon�s revenue in gold; His targets and shields; The throne of ivory; His vessels; His presents; His chariots and horse; His tributes."
14,10,"The Israelites, assembled at Shechem to crown Rehoboam, by Jeroboam make a suit of relaxation unto him; Rehoboam, refusing the old mens� counsel, by the advice of young men answers them roughly; Ten tribes revolting, kill Hadoram, and make Rehoboam flee."
14,11,"Rehoboam raising an army to subdue Israel, is forbidden by Shemaiah; He strengthens his kingdom with forts and provisions; The priests and Levites, and such as feared God, forsaken by Jeroboam, strengthen the kingdom of Judah; The wives and children of Rehoboam."
14,12,"Rehoboam, forsaking the Lord, is punished by Shishak; He and the princes, repenting at the preaching of Shemaiah, are delivered from destruction, but not from spoil; The reign and death of Rehoboam."
14,13,"Abijah succeeding makes war against Jeroboam; He declares the right of his cause; Trusting in God, he overcomes Jeroboam; The wives and children of Abijah."
14,14,"Asa succeeding, destroys idolatry; Having peace, he strengthens his kingdom with forts and armies; Calling on God, he overthrows Zerah, and spoils the Ethiopians."
14,15,"Asa, with Judah and many of Israel, moved by the prophecy of Azariah the son of Oded, make a solemn covenant with God; He puts down Maachah his mother for her idolatry; He brings dedicated things into the house of God, and enjoys a long peace."
14,16,"Asa, by the aid of the Syrians, diverts Baasha from building Ramah; Being reproved thereof by Hanani, he puts him in prison; Among his other acts in his disease he seeks not to God, but to the physicians; His death and burial."
14,17,"Jehoshaphat, succeeding Asa, reigns well, and prospers; He sends Levites with the princes to teach Judah; His enemies being terrified by God, some of them bring him presents and tribute; His greatness, captains, and armies."
14,18,"Jehoshaphat, joined in affinity with Ahab, is persuaded to go with him against Ramoth-gilead; Ahab, seduced by false prophets, according to the word of Micaiah, is slain there."
14,19,"Jehoshaphat, reproved by Jehu, visits his kingdom; His instructions to the judges; to the priests and Levites."
14,20,"Jehoshaphat, invaded by Moab, proclaims a fast; His prayer; The prophecy of Jahaziel; Jehoshaphat exhorts the people, and sets singers to praise the Lord; The great overthrow of his enemies; The people, having blessed God at Berachah, return in triumph; Jehoshaphat�s reign; His convoy of ships, according to the prophecy of Eliezer, unhappily perish."
14,21,"Jehoram, succeeding Jehoshaphat, slays his brethren; His wicked reign; Edom and Libnah revolt; The prophecy of Elijah against him in writing; Philistines and Arabians oppress him; His incurable disease, infamous death, and burial."
14,22,"Ahaziah succeeding, reigns wickedly; In his confederacy with Joram, the son of Ahab, he is slain by Jehu; Athaliah, destroying all the seed royal, save Joash, whom Jehoshabeath his aunt hid, usurps the kingdom."
14,23,"Jehoiada, having set things in order, makes Joash king; Athaliah is slain; Jehoiada restores the worship of God."
14,24,"Joash reigns well all the days of Jehoiada; He gives order for the repair of the temple; Jehoiada�s death and honourable burial; Joash, falling into idolatry, slays Zechariah the son of Jehoiada; v."
14,25,"Amaziah begins to reign well; He executes justice on the traitors; Having hired an army of Israelites against the Edomites, at the word of a prophet dismisses them; He overthrows the Edomites; The Israelites, discontented with their dismission, spoil as they return home; Amaziah, proud of his victory, serves the gods of Edom, and despises the admonitions of the prophet; He provokes Joash to his overthrow; His reign; He is slain by conspiracy."
14,26,"Uzziah succeeding, and reigning well in the days of Zechariah, prospers; Waxing proud, he invades the priest�s office, and is smitten with leprosy; He dies, and Jotham succeeds him."
14,27,"Jotham reigning well, prospers; He subdues the Ammonites; His reign and death; Ahaz succeeds him."
14,28,"Ahaz reigning very wickedly, is greatly afflicted by the Syrians; Judah being captivated by the Israelites, is sent home by the counsel of Oded the prophet; Ahaz sending for aid to Assyria, is not helped thereby; In his distress he grows more idolatrous; He dying, Hezekiah succeeds him."
14,29,"Hezekiah�s good reign; He restores religion; He exhorts the Levites; They sanctify themselves, and cleanse the house of GodHezekiah offers solemn sacrifices, wherein the Levites are more forward than the priests."
14,30,"Hezekiah proclaims a solemn passover on the second month for Judah and Israel; The assembly, having destroyed the altars of idolatry, keep the feast fourteen days; The priests and Levites bless the people."
14,31,"The people is forward in destroying idolatry; Hezekiah orders the courses of the priests and Levites, and provides for their work and maintenance; The people�s forwardness in offerings and tithes; Hezekiah appoints officers to dispose of the tithes; The sincerity of Hezekiah."
14,32,"Sennacherib invading Judah, Hezekiah fortifies himself, and encourages his people; Against the blasphemies of Sennacherib, Hezekiah and Isaiah pray; An angel destroys the host of the Assyrians; Hezekiah praying in his sickness, God gives him a sign of recovery; He waxing proud, is humbled by God; His wealth and works; His error in the ambassage of Babylon; He dying, Manasseh succeeds him."
14,33,"Manasseh�s wicked reign; He sets up idolatry, and will not be admonished; He is carried into Babylon; Upon his prayer to God he is released and puts down idolatry; His acts; He dying, Amon succeeds him; who is slain by his servants; The murderers being slain, Josiah succeeds him."
14,34,"Josiah�s good reign; He destroys idolatry; He takes order for the repair of the temple; Hilkiah, having found a book of the law, Josiah sends to Huldah to enquire of the Lord; Huldah prophesies the destruction of Jerusalem, but respite thereof in Josiah�s time; Josiah, causing it to be read in a solemn assembly, renews the covenant with God."
14,35,"Josiah keeps a most solemn passover; He provoking Pharaoh-necho, is slain at Megiddo; Lamentations for Josiah."
14,36,"Jehoahaz succeeding, is deposed by Pharaoh, and carried into Egypt; Jehoiakim reigning ill, is carried bound into Babylon; Jehoiachin succeeding, reigns ill, and is brought into Babylon; Zedekiah succeeding, reigns ill, despises the prophets, and rebels against Nebuchadnezzar; Jerusalem, for the sins of the priests and the people, is wholly destroyed; The proclamation of Cyrus."
15,1,"The proclamation of Cyrus for the building of the temple; The people provide for their return; Cyrus restores the vessels of the temple to Sheshbazzar."
15,2,"The number that return of the people; of the priests; of the Levites; of the Nethinims; of Solomon�s servants; of the priests who could not shew their pedigree; The whole number of them, with their substance; Their oblations."
15,3,"The altar is set up; Offerings renewed; Workmen employed in preparing materials; The foundations of the temple are laid in great joy and mourning."
15,4,"The adversaries, being not accepted in the building of the temple with the Jews, endeavour to hinder it; Their letter to Artaxerxes; The answer and decree of Artaxerxes; The building is hindered."
15,5,"Zerubbabel and Jeshua, incited by Haggai and Zechariah, set forward the building of the temple; Tatnai and Shethar-boznai are not able to hinder the Jews; Their letter to Darius against the Jews."
15,6,"Darius, finding the decree of Cyrus, makes a new decree for the advancement of the building; By the help of Tatnai and Shethar-boznai, according to the decree, the temple is finished; The feast of the dedication is kept; and the passover."
15,7,"Ezra goes up to Jerusalem; The gracious commission of Artaxerxes to Ezra; Ezra blesses God for this favour."
15,8,"The companions of Ezra, who returned from Babylon; He sends to Iddo for ministers for the temple; He keeps a fast; He commits the treasures to the custody of the priests; From Ahava they come to Jerusalem; The treasure is weighed in the temple; The commission is delivered."
15,9,"Ezra mourns for the affinity of the people with strangers; He prays unto God, with confession of sins."
15,10,"Ezra encouraged to reform the strange marriages; Ezra assembles the people; The people repent, and promise amendment; The care to perform it; The names of them which had married strange wives."
16,1,"Nehemiah, understanding by Hanani the misery of Jerusalem, mourns, fasts, and prays; His prayer."
16,2,"Artaxerxes, understanding the cause of Nehemiah�s sadness, sends him with letters and commission to Jerusalem; Nehemiah, to the grief of the enemies, comes to Jerusalem; He views secretly the ruins of the walls; He incites the Jews to build."
16,3,"The names and order of them that built the wall."
16,4,"While the enemies scoff, Nehemiah prays and continues the work; Understanding the wrath and secrets of the enemy, he sets a watch; He arms the labourers; and gives military precepts."
16,5,"The Jews complain of their debt, mortgage, and bondage; Nehemiah rebukes the usurers, and causes them to make a covenant of restitution; He forbears his own allowance, and keeps hospitality."
16,6,"Sanballat practises by craft, by rumours, and by hired prophecies, to terrify Nehemiah; The work is finished, to the terror of the enemies; Secret intelligence passes between the enemies and the nobles of Judah."
16,7,"Nehemiah commits the charge of Jerusalem to Hanani and Hananiah; A register of the genealogy of them which came at the first out of Babylon; of the people; of the priests; of the Levites; of the Nethinims; of Solomon�s servants; and of the priests which could not find their pedigree; The whole number of them, with their substance; Their oblations."
16,8,"The religious manner of reading and hearing the law; They comfort the people; The forwardness of them to hear and be instructed; They keep the feast of tabernacles."
16,9,"A solemn fast, and repentance of the people; The Levites make a religious confession of God�s goodness, and their wickedness."
16,10,"The names of them that sealed the covenant; The points of the covenant."
16,11,"The rulers, voluntary men, and the tenth man chosen by lot, dwell at Jerusalem; A catalogue of their names; The residue dwell in other cities."
16,12,"The priests and the Levites which came up with Zerubbabel; The succession of high priests; Certain chief Levites; The solemnity of the dedication of the walls; The offices of priests and Levites appointed in the temple."
16,13,"Upon the reading of the law, separation is made from the mixed multitude; Nehemiah, at his return, causes the chambers to be cleansed; He reforms the offices in the house of God; the violation of the sabbath; and the marriages with the strange wives."
17,1,"Ahasuerus makes royal feasts; Vashti, sent for, refuses to come; Ahasuerus, by the counsel of Memucan, puts away Vashti, and makes the decree of men�s sovereignty."
17,2,"Out of the choice of virgins a queen is to be chosen; Mordecai the nursing father of Esther; Esther preferred before the rest; The manner of purification, and going in to the king; Esther best pleasing the king, is made queen; Mordecai discovering a treason, is recorded in the chronicles."
